Flow ID,Local,Local_1,Local_2,Local_3,Local_4,Local_5,Local_6,Local_7,Local_8,Local_9,Local_10,Local_11,Local_12,Local_13,Local_14,Src IP dec,Src Port,Dst IP dec,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label,Attempted Category
192.168.10.17-224.0.0.251-5353-5353-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238097,5353,3758096635,5353,17,45:13.1,18,12,0,540,0,45,45,45.0,0.0,0,0,0.0,0.0,30000000.0,666666.6667,1.636363636,1.206045378,5,1,18,1.636363636,1.206045378,5,1,0,0.0,0.0,0,0,0,0,0,0,0,0,96,0,666666.6667,0.0,45,45,45.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,45.0,45.0,0.0,540,12,30000000,0,0,0,1,45,0,0,0,0,11,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
192.168.10.17-91.189.91.157-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238097,123,1539136413,123,17,45:11.0,64036534,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.998288446,0.062464343,21345511.33,36907992.38,63963190,36508,64000026,64000026.0,0.0,64000026,64000026,63999698,63999698.0,0.0,63999698,63999698,0,0,0,0,0,0,16,16,0.031232171,0.031232171,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,36836.0,0.0,36836,36836,63963190.0,0.0,63963190,63963190,-1,-1,0,BENIGN,-1
192.168.10.5-192.168.10.3-49163-445-6,2,0,0,0,0,0,0,0,3232238083,0,0,0,0,0,3232238085,3232238085,49163,3232238083,445,6,45:22.6,90017567,10,10,8,2,1,0,0.8,0.421637021,1,0,0.2,0.421637021,0.111089428,0.222178855,4737766.684,11236128.18,30006515,3,90017519,10001946.56,14994413.72,30006597,3,90017544,10001949.33,14994401.81,30006557,3,0,0,0,0,0,0,224,296,0.111089428,0.111089428,0,1,0.5,0.512989176,0.263157895,0,0,0,0,20,0,0,0,1.0,0.5,0.8,0.2,0,0,0,0,0,0,0,0,0,0,255,2053,7,20,11446.33333,19570.2532,34044,85,29994392.33,19240.65127,30006515,29972207,-1,-1,240017006,BENIGN,-1
192.168.10.19-192.154.108.74-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238099,123,3231345738,123,17,45:04.9,69068332,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.779855752,0.057913662,23022777.33,39758217.95,68931613,68335,68999997,68999997.0,0.0,68999997,68999997,68999948,68999948.0,0.0,68999948,68999948,0,0,0,0,0,0,16,16,0.028956831,0.028956831,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,68384.0,0.0,68384,68384,68931613.0,0.0,68931613,68931613,-1,-1,0,BENIGN,-1
192.168.10.14-72.21.91.29-49529-80-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238094,49529,1209359133,80,6,45:17.2,116820049,18,17,1298,2388,429,0,72.11111111,164.2332949,796,0,140.4705882,312.7902887,31.55280306,0.299606106,3435883.794,4731476.017,10007861,71,116796270,6870368.824,4625456.946,10031435,85,116796178,7299761.125,4435897.651,10033092,528,3,3,0,0,0,0,372,484,0.15408314,0.145522966,0,796,105.3142857,246.4329967,60729.22185,0,2,0,6,34,0,0,0,0.944444444,105.3142857,72.11111111,140.4705882,0,0,0,0,0,0,0,37,0,68,8192,292,14,20,36920.33333,32713.81753,129867,23439,9696102.167,1042726.46,10007861,6385656,-1,-1,116820049,BENIGN,-1
192.168.10.8-192.168.10.3-123-123-17,2,0,0,0,0,0,0,0,0,3232238083,0,0,0,0,3232238088,3232238088,123,3232238083,123,17,45:17.0,64007130,4,4,192,192,48,48,48.0,0.0,48,48,48.0,0.0,5.999331637,0.124986076,9143875.714,24192325.47,64006913,3,64007068,21335689.33,36954461.57,64007026,3,64007018,21335672.67,36954463.01,64007011,3,0,0,0,0,0,0,32,32,0.062493038,0.062493038,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,3,8,116.0,0.0,116,116,64006913.0,0.0,64006913,64006913,-1,-1,0,BENIGN,-1
192.168.10.3-192.168.10.1-62287-53-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238083,62287,3232238081,53,17,43:33.1,70003,1,1,53,166,53,53,53.0,0.0,166,166,166.0,0.0,3128.437353,28.57020413,70003.0,0.0,70003,70003,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,14.28510207,14.28510207,53,166,109.5,79.90306627,6384.5,0,0,0,0,0,0,0,0,1.0,109.5,53.0,166.0,0,0,0,0,0,0,0,26,0,83,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
192.168.10.3-192.168.10.1-60430-53-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238083,60430,3232238081,53,17,45:08.9,54639,1,1,59,267,59,59,59.0,0.0,267,267,267.0,0.0,5966.434232,36.60389099,54639.0,0.0,54639,54639,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,18.3019455,18.3019455,59,267,163.0,147.0782105,21632.0,0,0,0,0,0,0,0,0,1.0,163.0,59.0,267.0,0,0,0,0,0,0,0,29,0,133,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
192.168.10.3-192.168.10.1-62129-53-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238083,62129,3232238081,53,17,45:16.8,204848,1,1,56,131,56,56,56.0,0.0,131,131,131.0,0.0,912.8719831,9.763336718,204848.0,0.0,204848,204848,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,4.881668359,4.881668359,56,131,93.5,53.03300859,2812.5,0,0,0,0,0,0,0,0,1.0,93.5,56.0,131.0,0,0,0,0,0,0,0,28,0,65,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
192.168.10.3-192.168.10.1-62081-53-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238083,62081,3232238081,53,17,45:16.8,758898,1,1,45,61,45,45,45.0,0.0,61,61,61.0,0.0,139.6762147,2.635400278,758898.0,0.0,758898,758898,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,1.317700139,1.317700139,45,61,53.0,11.3137085,128.0,0,0,0,0,0,0,0,0,1.0,53.0,45.0,61.0,0,0,0,0,0,0,0,22,0,30,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
192.168.10.14-72.21.91.29-49530-80-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238094,49530,1209359133,80,6,45:17.2,119574854,19,17,1298,2388,429,0,68.31578947,160.4611592,796,0,140.4705882,312.7902887,30.82587916,0.301066644,3416424.4,4659925.918,10007780,89,119550469,6641692.722,4585743.446,10031301,109,119551314,7471957.125,4178263.568,10034978,858,3,3,0,0,0,0,392,484,0.158896284,0.14217036,0,796,102.3888889,243.5204043,59302.1873,0,2,0,6,35,0,0,0,0.894736842,102.3888889,68.31578947,140.4705882,0,0,0,0,0,0,0,36,0,66,8192,292,14,20,272450.25,835347.5516,2924062,23521,9690088.833,1062204.663,10007780,6317771,-1,-1,119574854,BENIGN,-1
192.168.10.19-198.55.111.50-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238099,123,3325521714,123,17,45:12.9,66093910,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.904957507,0.060519948,22031303.33,37996646.93,65906052,93860,66000050,66000050.0,0.0,66000050,66000050,65999912,65999912.0,0.0,65999912,65999912,0,0,0,0,0,0,16,16,0.030259974,0.030259974,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,93998.0,0.0,93998,93998,65906052.0,0.0,65906052,65906052,-1,-1,0,BENIGN,-1
192.168.10.3-192.168.10.1-62342-53-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238083,62342,3232238081,53,17,44:24.9,105871,1,1,56,121,56,56,56.0,0.0,121,121,121.0,0.0,1671.845926,18.89091441,105871.0,0.0,105871,105871,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,9.445457207,9.445457207,56,121,88.5,45.96194078,2112.5,0,0,0,0,0,0,0,0,1.0,88.5,56.0,121.0,0,0,0,0,0,0,0,28,0,60,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
192.168.10.3-192.168.10.1-60707-53-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238083,60707,3232238081,53,17,44:15.3,60804,1,1,45,148,45,45,45.0,0.0,148,148,148.0,0.0,3174.133281,32.89257286,60804.0,0.0,60804,60804,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,16.44628643,16.44628643,45,148,96.5,72.83199846,5304.5,0,0,0,0,0,0,0,0,1.0,96.5,45.0,148.0,0,0,0,0,0,0,0,22,0,74,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
192.168.10.17-91.189.89.198-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238097,123,1539135942,123,17,45:20.0,65094094,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.949576347,0.061449507,21698031.33,37419033.97,64905810,94090,65000004,65000004.0,0.0,65000004,65000004,64999900,64999900.0,0.0,64999900,64999900,0,0,0,0,0,0,16,16,0.030724754,0.030724754,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,94194.0,0.0,94194,94194,64905810.0,0.0,64905810,64905810,-1,-1,0,BENIGN,-1
192.168.10.9-52.4.125.51-13994-80-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,13994,872709427,80,6,47:29.8,52473,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38.11484001,52473.0,0.0,52473,52473,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,19.05742001,19.05742001,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,52473,BENIGN,-1
192.168.10.9-52.4.125.51-13994-80-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,13994,872709427,80,6,47:30.4,50731,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39.42362658,50731.0,0.0,50731,50731,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,19.71181329,19.71181329,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,50731,BENIGN,-1
192.168.10.9-34.230.165.183-13995-80-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,13995,585541047,80,6,47:31.0,53727,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37.22523126,53727.0,0.0,53727,53727,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,18.61261563,18.61261563,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,53727,BENIGN,-1
192.168.10.19-45.79.109.111-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238099,123,760180079,123,17,45:17.9,67081071,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.862208327,0.05962934,22360357.0,38588809.41,66918876,81072,66999999,66999999.0,0.0,66999999,66999999,66999948,66999948.0,0.0,66999948,66999948,0,0,0,0,0,0,16,16,0.02981467,0.02981467,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,81123.0,0.0,81123,81123,66918876.0,0.0,66918876,66918876,-1,-1,0,BENIGN,-1
192.168.10.9-34.230.165.183-13995-80-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,13995,585541047,80,6,47:31.6,50795,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39.37395413,50795.0,0.0,50795,50795,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,19.68697706,19.68697706,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,50795,BENIGN,-1
192.168.10.9-52.20.169.71-13996-80-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,13996,873769287,80,6,47:32.2,51167,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39.08769324,51167.0,0.0,51167,51167,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,19.54384662,19.54384662,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,51167,BENIGN,-1
192.168.10.19-104.131.53.252-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238099,123,1753429500,123,17,45:18.9,68029968,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.822285614,0.058797617,22676656.0,39230496.25,67976131,23884,68000015,68000015.0,0.0,68000015,68000015,68006084,68006084.0,0.0,68006084,68006084,0,0,0,0,0,0,16,16,0.029398808,0.029398808,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,23884.0,0.0,23884,23884,67976131.0,0.0,67976131,67976131,-1,-1,0,BENIGN,-1
192.168.10.9-52.20.169.71-13996-80-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,13996,873769287,80,6,47:32.7,51607,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38.75443254,51607.0,0.0,51607,51607,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,19.37721627,19.37721627,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,51607,BENIGN,-1
192.168.10.9-34.196.87.28-13997-80-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,13997,583292700,80,6,47:33.3,51127,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39.1182741,51127.0,0.0,51127,51127,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,19.55913705,19.55913705,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,51127,BENIGN,-1
192.168.10.17-199.182.221.110-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238097,123,3350650222,123,17,45:21.0,66071740,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.905932249,0.060540255,22023913.33,38022068.24,65928016,71732,66000008,66000008.0,0.0,66000008,66000008,65999748,65999748.0,0.0,65999748,65999748,0,0,0,0,0,0,16,16,0.030270128,0.030270128,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,71992.0,0.0,71992,71992,65928016.0,0.0,65928016,65928016,-1,-1,0,BENIGN,-1
192.168.10.17-207.210.46.249-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238097,123,3486658297,123,17,45:17.0,68026518,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.822428748,0.058800599,22675506.0,39229514.92,67973848,26149,67999997,67999997.0,0.0,67999997,67999997,68000369,68000369.0,0.0,68000369,68000369,0,0,0,0,0,0,16,16,0.029400299,0.029400299,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,26149.0,0.0,26149,26149,67973848.0,0.0,67973848,67973848,-1,-1,0,BENIGN,-1
192.168.10.17-158.69.223.100-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238097,123,2655379300,123,17,45:21.0,66016993,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.908342099,0.06059046,22005664.33,38086055.39,65983653,16344,65999997,65999997.0,0.0,65999997,65999997,66000649,66000649.0,0.0,66000649,66000649,0,0,0,0,0,0,16,16,0.03029523,0.03029523,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,16344.0,0.0,16344,16344,65983653.0,0.0,65983653,65983653,-1,-1,0,BENIGN,-1
192.168.10.9-34.196.87.28-13997-80-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,13997,583292700,80,6,47:33.9,51789,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38.61823939,51789.0,0.0,51789,51789,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,19.3091197,19.3091197,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,51789,BENIGN,-1
192.168.10.9-52.71.164.162-13998-80-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,13998,877110434,80,6,47:34.5,52341,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38.21096273,52341.0,0.0,52341,52341,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,19.10548136,19.10548136,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,52341,BENIGN,-1
192.168.10.9-52.71.164.162-13998-80-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,13998,877110434,80,6,47:35.0,52129,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38.36636038,52129.0,0.0,52129,52129,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,19.18318019,19.18318019,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,52129,BENIGN,-1
192.168.10.9-52.70.78.204-13999-80-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,13999,877022924,80,6,47:35.6,50944,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39.25879397,50944.0,0.0,50944,50944,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,19.62939698,19.62939698,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,50944,BENIGN,-1
192.168.10.9-52.70.78.204-13999-80-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,13999,877022924,80,6,47:36.2,51102,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39.13741145,51102.0,0.0,51102,51102,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,19.56870573,19.56870573,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,51102,BENIGN,-1
192.168.10.17-144.217.240.204-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238097,123,2430202060,123,17,45:24.0,67016169,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.864980241,0.059687088,22338723.0,38663724.07,66983746,16176,66999922,66999922.0,0.0,66999922,66999922,66999993,66999993.0,0.0,66999993,66999993,0,0,0,0,0,0,16,16,0.029843544,0.029843544,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,16176.0,0.0,16176,16176,66983746.0,0.0,66983746,66983746,-1,-1,0,BENIGN,-1
192.168.10.9-52.73.40.4-14000-80-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,14000,877209604,80,6,47:36.8,51075,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39.15810083,51075.0,0.0,51075,51075,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,19.57905042,19.57905042,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,51075,BENIGN,-1
192.168.10.9-52.73.40.4-14000-80-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,14000,877209604,80,6,47:37.4,50990,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39.22337713,50990.0,0.0,50990,50990,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,19.61168857,19.61168857,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,50990,BENIGN,-1
192.168.10.17-91.189.89.199-123-123-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238097,123,1539135943,123,17,45:26.0,67098839,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.861450405,0.05961355,22366279.67,38571922.26,66905299,94667,66999966,66999966.0,0.0,66999966,66999966,67004172,67004172.0,0.0,67004172,67004172,0,0,0,0,0,0,16,16,0.029806775,0.029806775,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,94667.0,0.0,94667,94667,66905299.0,0.0,66905299,66905299,-1,-1,0,BENIGN,-1
192.168.10.9-52.4.125.51-14001-80-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,14001,872709427,80,6,47:38.0,54565,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,36.65353248,54565.0,0.0,54565,54565,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,18.32676624,18.32676624,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,54565,BENIGN,-1
192.168.10.9-52.4.125.51-14002-80-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,14002,872709427,80,6,47:38.2,57944,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,34.5160845,57944.0,0.0,57944,57944,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,17.25804225,17.25804225,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,57944,BENIGN,-1
192.168.10.9-52.4.125.51-14001-80-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232238089,14001,872709427,80,6,47:38.5,51198,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39.06402594,51198.0,0.0,51198,51198,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,19.53201297,19.53201297,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,51198,BENIGN,-1
192.168.10.5-192.168.10.3-123-123-17,2,0,0,0,0,0,0,0,3232238083,0,0,0,0,0,3232238085,3232238085,123,3232238083,123,17,45:31.2,64016141,4,4,192,192,48,48,48.0,0.0,48,48,48.0,0.0,5.998487163,0.124968483,9145163.0,24195743.22,64015951,3,64016066,21338688.67,36959686.01,64016058,4,64016033,21338677.67,36959668.69,64016027,3,0,0,0,0,0,0,32,32,0.062484241,0.062484241,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,3,8,111.0,0.0,111,111,64015951.0,0.0,64015951,64015951,-1,-1,0,BENIGN,-1
